,Duration,Throughput
0,17.049,1360749.0
1,18.561,1249901.0
2,16.451,1410213.0
3,36.033,643838.0
4,18.05,1285286.0
5,18.302,1267589.0
6,16.959,1367971.0
7,36.511,635409.0
8,16.773,1383140.0
9,42.694,543388.0
10,17.369,1335679.0
11,40.948,566558.0
12,17.226,1346767.0
13,36.306,638996.0
14,35.077,661385.0
15,18.312,1266897.0
16,21.448,1081659.0
17,16.869,1375269.0
18,16.817,1379522.0
19,37.908,611992.0
20,16.638,1394363.0
21,23.356,993296.0
22,23.118,1003522.0
23,14.778,1569862.0
24,14.785,1569118.0
25,42.876,541081.0
26,17.857,1299178.0
27,17.088,1357644.0
28,14.731,1574870.0
29,18.921,1226120.0
30,26.119,888220.0
31,25.323,916140.0
32,36.331,638557.0
33,26.139,887540.0
34,43.559,532597.0
35,18.237,1272107.0
36,24.609,942721.0
37,16.859,1376085.0
38,21.324,1087948.0
39,19.185,1209247.0
40,24.894,931928.0
41,43.435,534118.0
42,14.433,1607387.0
43,22.165,1046669.0
44,43.588,532243.0
45,22.112,1049177.0
46,28.086,826013.0
47,24.056,964392.0
48,23.647,981072.0
49,18.139,1278980.0
50,14.27,1625747.0
51,17.402,1333146.0
52,44.228,524541.0
53,25.068,925459.0
54,38.298,605760.0
55,16.87,1375188.0
56,14.472,1603055.0
57,21.601,1073997.0
58,16.798,1381082.0
59,24.039,965074.0
60,16.161,1435519.0
61,42.681,543553.0
62,36.745,631362.0
63,18.273,1269601.0
64,24.099,962671.0
65,16.932,1370152.0
66,22.406,1035411.0
67,16.918,1371286.0
68,22.197,1045160.0
69,35.833,647431.0
70,18.74,1237962.0
71,39.072,593760.0
72,44.34,523216.0
73,41.905,553619.0
74,16.708,1388521.0
75,21.809,1063754.0
76,18.832,1231914.0
77,16.925,1370719.0
78,15.496,1497123.0
79,18.071,1283792.0
80,15.681,1479460.0
81,14.758,1571989.0
82,25.31,916610.0
83,18.971,1222888.0
84,17.345,1337527.0
85,21.827,1062877.0
86,23.057,1006176.0
87,17.344,1337605.0
88,22.087,1050365.0
89,20.117,1153224.0
90,26.084,889412.0
91,14.84,1563303.0
92,16.318,1421707.0
93,22.439,1033888.0
94,14.529,1596766.0
95,34.672,669111.0
96,23.965,968054.0
97,16.204,1431709.0
98,40.304,575610.0
99,18.984,1222051.0
100,16.893,1373315.0
101,20.293,1143222.0
102,38.239,606695.0
103,26.11,888526.0
104,14.848,1562461.0
105,15.488,1497896.0
106,18.127,1279826.0
107,15.011,1545494.0
108,36.081,642981.0
109,38.926,595987.0
110,20.071,1155867.0
111,23.079,1005217.0
112,23.566,984444.0
113,35.898,646259.0
114,17.297,1341239.0
115,41.013,565660.0
116,14.318,1620297.0
117,17.431,1330928.0
118,42.819,541802.0
119,17.375,1335218.0
120,14.497,1600291.0
121,37.535,618074.0
122,18.022,1287283.0
123,22.842,1015647.0
124,22.83,1016181.0
125,16.489,1406963.0
126,37.291,622118.0
127,23.257,997524.0
128,22.321,1039354.0
129,16.384,1415980.0
130,20.249,1145707.0
131,17.81,1302606.0
132,16.449,1410384.0
133,14.601,1588892.0
134,18.585,1248287.0
135,16.975,1366681.0
136,43.71,530757.0
137,17.145,1353130.0
138,17.474,1327653.0
139,14.344,1617360.0
140,39.248,591098.0
141,18.798,1234143.0
142,37.262,622602.0
143,16.6,1397555.0
144,19.05,1217817.0
145,15.708,1476917.0
146,17.826,1301437.0
147,20.643,1123839.0
148,17.944,1292879.0
149,37.788,613936.0
150,24.403,950679.0
151,16.232,1429239.0
152,17.208,1348176.0
153,19.46,1192159.0
154,23.903,970565.0
155,25.123,923433.0
156,22.429,1034349.0
157,17.735,1308115.0
158,22.265,1041968.0
159,17.156,1352262.0
160,14.624,1586393.0
161,17.74,1307746.0
162,22.238,1043233.0
163,25.134,923029.0
164,21.887,1059963.0
165,42.57,544971.0
166,17.973,1290793.0
167,18.593,1247750.0
168,14.799,1567634.0
169,14.214,1632153.0
170,14.57,1592273.0
171,25.683,903298.0
172,22.456,1033105.0
173,22.874,1014226.0
174,24.86,933202.0
175,16.534,1403134.0
176,24.385,951380.0
177,22.897,1013207.0
178,18.653,1243736.0
179,44.172,525206.0
180,17.612,1317250.0
181,14.687,1579588.0
182,15.621,1485143.0
183,37.136,624715.0
184,44.206,524802.0
185,22.621,1025570.0
186,34.661,669323.0
187,38.563,601597.0
188,40.316,575439.0
189,22.866,1014581.0
190,18.195,1275043.0
191,20.427,1135723.0
192,21.579,1075092.0
193,16.249,1427744.0
194,14.384,1612863.0
195,37.935,611557.0
196,16.125,1438723.0
197,16.622,1395705.0
198,14.669,1581527.0
199,14.396,1611518.0
200,14.266,1626203.0
201,14.435,1607164.0
202,17.624,1316353.0
203,14.811,1566364.0
204,36.67,632654.0
205,15.259,1520376.0
206,43.47,533688.0
207,44.447,521956.0
208,26.393,878999.0
209,17.321,1339381.0
210,14.135,1641275.0
211,25.092,924574.0
212,20.077,1155522.0
213,17.304,1340697.0
214,16.025,1447701.0
215,18.299,1267797.0
216,18.077,1283366.0
217,40.922,566918.0
218,41.216,562874.0
219,21.869,1060836.0
220,20.608,1125748.0
221,41.081,564723.0
222,17.02,1363068.0
223,16.873,1374943.0
224,22.861,1014803.0
225,36.75,631276.0
226,26.651,870489.0
227,18.211,1273923.0
228,18.251,1271131.0
229,20.903,1109860.0
230,43.127,537932.0
231,15.391,1507336.0
232,18.311,1266966.0
233,16.223,1430032.0
234,25.147,922552.0
235,20.507,1131292.0
236,25.362,914731.0
237,17.539,1322733.0
238,15.171,1529195.0
239,18.1,1281736.0
240,20.24,1146216.0
241,43.159,537533.0
242,18.648,1244070.0
243,38.996,594918.0
244,18.221,1273224.0
245,14.501,1599849.0
246,41.727,555981.0
247,24.646,941305.0
248,16.254,1427305.0
249,15.288,1517492.0
250,42.227,549397.0
251,41.476,559345.0
252,18.169,1276868.0
253,15.103,1536080.0
254,16.434,1411672.0
255,20.373,1138733.0
256,22.319,1039447.0
257,16.619,1395957.0
258,18.874,1229173.0
259,16.207,1431444.0
260,24.512,946451.0
261,37.907,612008.0
262,41.699,556354.0
263,25.149,922478.0
264,37.398,620338.0
265,36.733,631568.0
266,24.198,958733.0
267,40.233,576626.0
268,21.866,1060981.0
269,16.737,1386115.0
270,16.492,1406707.0
271,19.558,1186185.0
272,17.879,1297579.0
273,19.392,1196339.0
274,17.036,1361788.0
275,42.497,545907.0
276,37.886,612348.0
277,14.483,1601838.0
278,17.598,1318298.0
279,40.436,573731.0
280,22.947,1011000.0
281,17.298,1341162.0
282,16.987,1365716.0
283,18.8,1234011.0
284,19.419,1194676.0
285,19.144,1211837.0
286,16.536,1402964.0
287,16.162,1435430.0
288,17.864,1298668.0
289,24.09,963031.0
290,27.482,844167.0
291,22.138,1047945.0
292,25.144,922662.0
293,17.382,1334680.0
294,16.264,1426427.0
295,42.458,546408.0
296,17.581,1319573.0
297,44.887,516840.0
298,25.19,920977.0
299,37.886,612348.0
300,19.562,1185943.0
301,38.489,602754.0
302,37.097,625371.0
303,26.678,869608.0
304,40.819,568348.0
305,40.983,566074.0
306,16.827,1378702.0
307,44.841,517370.0
308,44.356,523027.0
309,37.039,626351.0
310,35.362,656055.0
311,17.905,1295695.0
312,22.592,1026886.0
313,23.607,982734.0
314,21.967,1056103.0
315,18.328,1265791.0
316,19.491,1190263.0
317,16.689,1390102.0
318,17.986,1289860.0
319,20.533,1129860.0
320,18.033,1286498.0
321,19.735,1175547.0
322,36.203,640814.0
323,20.842,1113109.0
324,18.217,1273504.0
325,19.57,1185458.0
326,14.321,1619958.0
327,18.333,1265446.0
328,17.08,1358280.0
329,17.451,1329403.0
330,14.903,1556694.0
331,18.308,1267174.0
332,42.421,546885.0
333,44.51,521218.0
334,23.564,984528.0
335,16.518,1404493.0
336,14.873,1559834.0
337,35.182,659411.0
338,16.199,1432151.0
339,36.948,627893.0
340,39.792,583017.0
341,24.737,937843.0
342,35.486,653762.0
343,41.3,561729.0
344,45.501,509866.0
345,22.274,1041547.0
346,18.167,1277009.0
347,18.098,1281877.0
348,40.524,572486.0
349,17.863,1298741.0
350,17.892,1296636.0
351,38.708,599344.0
352,35.549,652604.0
353,18.431,1258717.0
354,14.346,1617135.0
355,39.455,587997.0
356,17.848,1299833.0
357,41.968,552788.0
358,24.528,945834.0
359,18.556,1250238.0
360,21.13,1097937.0
361,38.276,606108.0
362,16.102,1440778.0
363,36.237,640213.0
364,42.613,544421.0
365,23.155,1001918.0
366,42.846,541460.0
367,18.591,1247884.0
368,24.844,933803.0
369,24.983,928608.0
370,18.906,1227093.0
371,17.954,1292159.0
372,38.466,603115.0
373,42.709,543197.0
374,37.329,621485.0
375,14.53,1596656.0
376,16.481,1407646.0
377,16.121,1439080.0
378,38.874,596785.0
379,40.626,571048.0
380,16.778,1382728.0
381,22.25,1042670.0
382,24.323,953805.0
383,17.16,1351947.0
