id,bitrate,currentConfiguration,energy,energyDelta,iteration,latency,performance,powerConsumption,quality,runningTime,systemEnergy,time,windowSize
148,9037.627113,-1,42313415.24,339062.6421,699.5,0.046931887,21.30747473,7224568.678,55907.69329,32.80517336,2495860642,1571213236,40
149,9037.179582,-1,42298110.58,340103.3957,699.5,0.046726448,21.40115592,7278605.802,55898.59369,32.61020571,2581042565,1571213302,40
150,9037.733551,-1,41980587.65,335379.5679,699.5,0.04676371,21.38410321,7171791.293,55960.67369,32.77850333,2666191018,1571213368,40
151,9037.627257,-1,41333698.84,335865.2007,699.5,0.046824968,21.35612792,7172780.191,55928.74271,32.75180324,2750179366,1571213434,40
152,9037.179726,-1,41679359.55,333945.7421,699.5,0.047071166,21.24442828,7094486.368,55849.02683,32.85218251,2834778986,1571213501,40
153,8956.98755,-1,45196828.78,337906.46,699.5,0.050331603,19.86823264,6713604.159,56026.01178,34.96211019,2922503253,1571213569,40
154,8956.176129,-1,44727156.42,336579.1071,699.5,0.050227251,19.90951072,6701125.341,56041.56652,35.06681857,3013607389,1571213640,40
155,8956.138965,-1,44136861.43,337890.5571,699.5,0.049621634,20.15250036,6809339.575,55996.77293,34.6538473,3103914187,1571213711,40
156,8956.698124,-1,44277223.69,336480.4814,699.5,0.049423259,20.2333885,6808140.303,56056.99757,34.57105854,3193635738,1571213781,40
157,8956.176129,-1,44442746.89,336477.6257,699.5,0.049826203,20.06976146,6753025.685,56069.64912,34.8061913,3283068126,1571213851,40
158,8956.138965,-1,44201857.05,337301.2779,699.5,0.049671517,20.13226228,6790637.794,56032.85498,34.69866895,3373112646,1571213921,40
159,8956.698267,-1,44477129.92,334339.7164,699.5,0.049982757,20.00689969,6689101.17,55986.29003,34.78451468,3462741760,1571213991,40
160,8956.176272,-1,44625229.12,336640.775,699.5,0.049874056,20.05050472,6749817.448,55954.7517,34.72755057,3552542715,1571214061,40
