id,currentConfiguration,energy,energyDelta,iteration,latency,performance,powerConsumption,quality,runningTime,systemEnergy,time,windowSize
147,-1,2938559.86,54229.51,49.5,0.016648853,60.06419845,3257252.05,2.1533848,0.91524617,951210295,1571859659,20
148,-1,10082122.78,175092.53,49.5,0.05460959,18.31180215,3206259.768,4.749051218,3.135039694,968257554.5,1571859664,20
149,-1,4184940.08,79853.06,49.5,0.02493078,40.11105961,3202990.85,3.249635124,1.302218106,980000877.7,1571859668,20
150,-1,2504002.94,49160.61,49.5,0.015069165,66.36067657,3262331.34,2.1533848,0.797307944,986555146.7,1571859670,20
151,-1,1983580.69,41756.84,49.5,0.012163069,82.21609033,3433084.129,1.641366072,0.621127956,991020678.7,1571859671,20
152,-1,5485239.58,110121.97,49.5,0.03416862,29.2666194,3222897.783,3.249635124,1.703003898,998627826.6,1571859674,20
153,-1,3453879.06,65864.16,49.5,0.02054738,48.6680043,3205477.222,2.1533848,1.079156702,1007781071,1571859676,20
154,-1,2193330.6,47940.65,49.5,0.013265083,75.38588431,3614048.294,1.641366072,0.685182366,1013359686,1571859678,20
155,-1,1854732.73,40100.1,49.5,0.010739529,93.11395198,3733878.786,1.249327426,0.563861184,1017428907,1571859679,20
156,-1,6464138.92,130056.2,49.5,0.040267181,24.83411963,3229831.23,2.1533848,1.998027663,1025735485,1571859682,20
157,-1,3283029.93,62476.22,49.5,0.019012337,52.59742735,3286088.443,1.641366072,0.995353129,1035653990,1571859685,20
158,-1,1835310.53,42784.83,49.5,0.011104941,90.05000268,3852774.056,1.249327426,0.560362282,1040591357,1571859686,20
159,-1,1633507.48,31909.7,49.5,0.008951399,111.7143771,3564772.259,0.739391164,0.494769821,1044132497,1571859688,20
160,-1,13165172.44,257974.11,49.5,0.081720457,12.23683807,3156787.41,6.90460289,4.171898897,1058702005,1571859692,20
161,-1,7802100.68,144900.55,49.5,0.045833015,21.81833315,3161488.473,7.123576126,2.468865535,1079454144,1571859699,20
162,-1,4805030.66,95676.49,49.5,0.029901328,33.44333058,3199740.484,4.874452686,1.506119652,1091206656,1571859702,20
163,-1,3287471.99,64850.13,49.5,0.019975262,50.06192237,3246522.174,3.230076733,1.009899065,1099370581,1571859705,20
164,-1,8029182.8,155281.98,49.5,0.048889933,20.45410877,3176154.51,7.123576126,2.528884149,1110738052,1571859709,20
165,-1,4815417.68,89848.16,49.5,0.028169549,35.4993265,3189549.167,4.874452686,1.508920765,1123252062,1571859713,20
166,-1,3422003.11,59170.38,49.5,0.018277318,54.71262107,3237366.579,3.230076733,1.06218363,1131009496,1571859715,20
167,-1,2365480.39,48593.35,49.5,0.01373111,72.82732372,3538923.631,2.462049108,0.731935973,1136019723,1571859717,20
168,-1,5637749.07,111871.93,49.5,0.034722033,28.80015733,3221929.184,4.874452686,1.745338147,1143849077,1571859719,20
169,-1,3415430.71,63956.43,49.5,0.019714944,50.72294304,3244058.356,3.230076733,1.053030443,1153182027,1571859722,20
170,-1,2289826.08,47496.1,49.5,0.014350505,69.68395946,3309716.307,2.462049108,0.721162226,1158643836,1571859724,20
171,-1,2288175.81,43643.13,49.5,0.013389869,74.68333108,3259414.327,1.873991139,0.700470617,1163533162,1571859725,20
172,-1,5179765.8,109089.47,49.5,0.033845954,29.54562905,3223117.014,3.230076733,1.614278622,1171004250,1571859727,20
173,-1,3260145.25,64192.9,49.5,0.019721389,50.70636806,3254988.814,2.462049108,1.008338611,1180092795,1571859730,20
174,-1,2693481.42,53817.98,49.5,0.01491719,67.0367539,3607782.681,1.873991139,0.83965569,1186154995,1571859732,20
175,-1,1832123.58,41615.98,49.5,0.011106806,90.03488653,3746890.037,1.109086599,0.570249593,1190268661,1571859733,20
176,-1,16714641.43,340537.53,49.5,0.108304167,9.233255096,3144269.884,9.206136875,5.317015998,1208855453,1571859739,20
177,-1,9933957.05,193538.75,49.5,0.061668727,16.21567433,3138361.341,9.498101501,3.164796479,1236637579,1571859748,20
178,-1,4857563.01,97141.06,49.5,0.030655019,32.62108534,3168846.808,6.499270248,1.539222512,1251146091,1571859753,20
179,-1,11880837.26,792819.96,49.5,0.242153001,4.129620515,3274045.572,4.306769133,3.642679727,1268165448,1571859758,20
180,-1,9643283.33,184741.68,49.5,0.058578036,17.07124498,3153770.477,9.498101501,3.054724991,1345504098,1571859782,20
181,-1,5978215.96,111856.28,49.5,0.035230954,28.38413086,3174943.289,6.499270248,1.884798145,1360696260,1571859786,20
182,-1,2995289.38,60382.48,49.5,0.018892612,52.93074223,3196089.484,4.306769133,0.945699794,1369086554,1571859789,20
183,-1,2028539.54,38122.95,49.5,0.011712022,85.38235453,3255027.233,3.282731442,0.625190802,1374268195,1571859791,20
184,-1,6174073.4,114230.09,49.5,0.035988369,27.78675522,3174083.55,6.499270248,1.948171179,1382373699,1571859793,20
185,-1,3640065.32,69053.54,49.5,0.021674962,46.13618229,3185866.709,4.306769133,1.145023582,1391549222,1571859796,20
186,-1,2397044,47558.08,49.5,0.014784613,67.6378897,3216728.169,3.282731442,0.752096584,1397389387,1571859798,20
187,-1,2293883.97,42589.81,49.5,0.012984078,77.01740588,3280156.683,2.498654852,0.701003697,1402145140,1571859799,20
188,-1,5382048.94,105893.41,49.5,0.032873411,30.41972111,3221248,4.306769133,1.662614503,1409608401,1571859802,20
189,-1,3287616.26,64952.77,49.5,0.01997297,50.06766523,3252033.544,3.282731442,1.012686932,1418239857,1571859804,20
190,-1,1948948.81,37775.6,49.5,0.011388862,87.80508433,3316889.744,2.498654852,0.59932946,1423580137,1571859806,20
191,-1,1512219.13,40150.81,49.5,0.009211733,108.5572023,4358659.604,1.47878221,0.472954984,1427006642,1571859807,20
