id,cost,currentConfiguration,energy,energyDelta,iteration,latency,performance,powerConsumption,reliability,responseTime,runningTime,SOAperf,systemEnergy,time,windowSize
166,46.50666667,-1,4366617.602,228571.9967,749.5,0.006830024,146.4123613,33465765.75,0.734666667,0.453079764,5.122429947,28.58213651,1500186841,1571695628,80
167,49.85333333,-1,4489710.83,229678.15,749.5,0.006825511,146.5091844,33649958.43,0.778666667,0.40465842,5.119132058,52.22418453,1509516330,1571695639,80
168,32.9,-1,4514121.402,231068.3173,749.5,0.006814902,146.7372637,33906332.61,0.512,0.681082238,5.111578823,21.97559375,1518839788,1571695649,80
169,36.86666667,-1,4511920.801,224730.6093,749.5,0.006814905,146.7371884,32976337.76,0.58,0.646767756,5.113483288,28.58264922,1528129569,1571695660,80
170,41.03333333,-1,4504402.269,226957.524,749.5,0.006803289,146.9877235,33359969.79,0.584,0.584105663,5.1033665,2621.201629,1537405102,1571695671,80
171,48.63333333,-1,4536381.591,227477.2953,749.5,0.006812381,146.7915526,33391745.37,0.662666667,0.45106118,5.110025877,39.78550066,1546687614,1571695681,80
172,52.1,-1,4353006.046,228814.308,749.5,0.006797584,147.11109,33661122.26,0.701333333,0.40071125,5.097871601,96.04412905,1556001995,1571695692,80
173,55.6,-1,4636460.291,227634.5867,749.5,0.006810945,146.8225033,33421879.86,0.724,0.356827192,5.107739132,55.83485216,1565298008,1571695702,80
174,34.28333333,-1,4653944.341,228977.438,749.5,0.006821167,146.6024701,33568658.01,0.529333333,0.664767457,5.115894215,20.54505202,1574536844,1571695713,80
175,39.25,-1,4741093.945,231137.444,749.5,0.006827669,146.4628639,33853052.01,0.570666667,0.559181092,5.121009425,36.44723147,1583869798,1571695724,80
176,42.96666667,-1,4564881.207,226870.2333,749.5,0.006827441,146.4677637,33229175.72,0.633333333,0.531000513,5.121071137,48.13049024,1593214565,1571695734,80
177,48.53333333,-1,4392265.948,227966.0607,749.5,0.006818403,146.6619037,33433936.44,0.66,0.450510187,5.118520632,42.47397513,1602564377,1571695745,80
178,53.71666667,-1,4487663.504,229285.1873,749.5,0.006802999,146.9939944,33703545.55,0.707333333,0.380452109,5.102177459,91.16258809,1611874841,1571695755,80
179,56.48333333,-1,4539300.233,229838.7727,749.5,0.006811171,146.8176381,33744385.74,0.737333333,0.360036759,5.108376186,99.27702553,1621197795,1571695766,80
180,36.66666667,-1,4609606.508,230169.7193,749.5,0.006814024,146.7561509,33778822.06,0.539333333,0.639665289,5.111241002,29.34489248,1630511383,1571695777,80
181,41.15,-1,4749509.507,231262.176,749.5,0.006827842,146.4591578,33870463.52,0.585333333,0.576586242,5.121368962,21.76042558,1639840325,1571695787,80
182,45.1,-1,4574893.276,226884.1633,749.5,0.006828647,146.441891,33225345.93,0.62,0.487754273,5.11718858,53.07149274,1649178978,1571695798,80
183,50.06666667,-1,4628740.024,228538.3233,749.5,0.006819317,146.6422615,33513376.57,0.673333333,0.419193058,5.117765245,42.69928291,1658510894,1571695808,80
184,53.66666667,-1,4399666.5,223294.1047,749.5,0.006809766,146.847928,32790276.6,0.696666667,0.371410186,5.107620133,51.10923628,1667822560,1571695819,80
185,57.83333333,-1,4693088.837,230453.442,749.5,0.006805146,146.9476209,33864585.04,0.744666667,0.334947938,5.104312173,132.4491654,1677137102,1571695830,80
186,39.18333333,-1,4589941.217,230881.738,749.5,0.006806388,146.9208134,33921332.74,0.552666667,0.585091284,5.105974763,13.14757255,1686459180,1571695840,80
187,42.86666667,-1,4734688.261,231217.282,749.5,0.006800786,147.0418337,33998613.13,0.600666667,0.523670048,5.10089733,16.14216833,1695768276,1571695851,80
188,48.18333333,-1,4765646.093,232420.7347,749.5,0.006817957,146.6715011,34089498.05,0.643333333,0.474137047,5.112626384,55.10601131,1705090654,1571695861,80
189,51.08333333,-1,4520612.874,227609.014,749.5,0.006826053,146.4975478,33344162.41,0.694,0.413175126,5.128174987,34.57438029,1714463847,1571695872,80
190,55.03333333,-1,4287949.597,228083.2253,749.5,0.00683946,146.2103688,33348132.48,0.697333333,0.367769095,5.13048252,160.4605067,1723793359,1571695883,80
191,59.78333333,-1,4514671.475,229931.4187,749.5,0.006835722,146.2903335,33636743.91,0.767333333,0.289560413,5.125998078,45.552113,1733132948,1571695893,80
192,41.4,-1,4369342.77,231368.038,749.5,0.006841719,146.1620876,33817235.43,0.589333333,0.544567494,5.130333447,15.26322706,1742477617,1571695904,80
193,44.71666667,-1,4624362.047,227808.6467,749.5,0.00684672,146.0553396,33272669.24,0.612666667,0.501395831,5.135876956,33.20875797,1751818334,1571695915,80
194,50.01666667,-1,4571621.229,230194.208,749.5,0.0068561,145.8555138,33575094.48,0.664,0.428338482,5.147288284,53.02853902,1761193929,1571695925,80
195,53.21666667,-1,4251678.568,226220.394,749.5,0.006839582,146.2077559,33075176.14,0.705333333,0.387249301,5.129534356,58.47088028,1770547015,1571695936,80
196,56.8,-1,4449245.081,227968.6353,749.5,0.006831584,146.3789403,33369807.27,0.733333333,0.331508555,5.12398723,50.29714178,1779879426,1571695947,80
197,60.33333333,-1,4634867.285,229303.0767,749.5,0.006844127,146.1106757,33503627.47,0.766666667,0.291632943,5.133514116,277.4073633,1789216802,1571695957,80
198,43.11666667,-1,4536447.936,231594.452,749.5,0.006825275,146.5142476,33931886.89,0.590666667,0.522515466,5.11947249,17.37878536,1798553398,1571695968,80
199,46.38333333,-1,4464351.737,226342.7333,749.5,0.006831728,146.375848,33131109.53,0.644,0.488839393,5.121829986,26.40927902,1807854294,1571695978,80
200,50.26666667,-1,4560157.341,228811.494,749.5,0.006852858,145.9245131,33389205.86,0.685333333,0.43880087,5.13994545,44.2162412,1817205723,1571695989,80
201,53.53333333,-1,4349175.077,230873.178,749.5,0.006844154,146.1100954,33732902.07,0.702,0.376571764,5.133269718,2543.346322,1826566847,1571696000,80
202,58.31666667,-1,4515341.495,227052.088,749.5,0.006844721,146.0979895,33171853.57,0.731333333,0.29619334,5.133055743,155.0735044,1835926558,1571696010,80
203,61.46666667,-1,4198054.058,223276.9687,749.5,0.006845558,146.0801396,32616330.76,0.776666667,0.271095699,5.134225656,77.94056196,1845290088,1571696021,80
204,45.01666667,-1,4426496.659,230513.1613,749.5,0.006831336,146.3842466,33743495.45,0.607333333,0.481456921,5.123969208,71.50671845,1854632557,1571696032,80
205,48.16666667,-1,4376582.002,227111.0073,749.5,0.006834324,146.3202531,33230940.06,0.642,0.465495648,5.128137674,36.34519409,1863977022,1571696042,80
206,52.4,-1,4507391.625,228305.83,749.5,0.006827609,146.464163,33438622.3,0.688,0.375850858,5.120594096,58.85616184,1873322230,1571696053,80
207,55.95,-1,4640972.822,229683.1793,749.5,0.006845227,146.0872017,33553772.95,0.708,0.330833048,5.134012123,40.12426757,1882668910,1571696064,80
208,59.03333333,-1,4735702.167,231461.6613,749.5,0.006841177,146.1736777,33833602.29,0.759333333,0.281423628,5.130671759,43.82935341,1892016709,1571696074,80
209,62.33333333,-1,4458791.271,227218.92,749.5,0.006852711,145.9276405,33157520.88,0.77,0.241620965,5.139666578,91.54800053,1901372285,1571696085,80
