id,bitrate,currentConfiguration,energy,energyDelta,iteration,latency,performance,powerConsumption,quality,runningTime,systemEnergy,time,windowSize
124,176.8951202,-1,9895765.509,334920.6957,699.5,0.011259118,88.81690664,29746620.16,38658.64554,7.821542164,859417293.3,1571554029,40
125,167.4234373,-1,9448773.291,333020.5064,699.5,0.011181585,89.43275981,29782942.96,38711.10467,7.76254567,879906502.8,1571554045,40
126,9139.409596,-1,32920518.81,381935.1436,699.5,0.032219224,31.03737092,11854262.72,56443.09675,22.46259601,923208574.8,1571554076,40
127,9183.908536,-1,33028647.61,382393.9929,699.5,0.032313126,30.9471756,11834014.05,56395.23391,22.52327225,989783845.9,1571554122,40
128,2012.672286,-1,19405061.76,372397.1757,699.5,0.019375969,51.61032159,19219538,47045.71759,13.45615041,1042777522,1571554159,40
129,1975.258795,-1,18818880.03,372284.8293,699.5,0.019488415,51.31253565,19102878.57,46956.80352,13.54479241,1082061184,1571554186,40
130,176.8951202,-1,10065307.92,333272.7593,699.5,0.011243338,88.94156021,29641799.19,38664.77878,7.808521893,1112296291,1571554208,40
131,167.4234373,-1,10056893.23,337211.1286,699.5,0.011257974,88.82593113,29953092.48,38645.86304,7.814857459,1133002901,1571554224,40
132,8786.231303,-1,50434669.55,380444.3743,699.5,0.050082864,19.96690941,7596298.358,56218.72007,34.93224371,1194573885,1571554268,40
133,8828.348477,-1,50827260.47,380606.4243,699.5,0.050347954,19.86178047,7559521.245,56268.74885,35.11823979,1297385102,1571554339,40
134,1807.327609,-1,35894606.9,372484.5243,699.5,0.03648815,27.40615813,10208369.77,47676.49442,25.4581376,1385637027,1571554400,40
135,1770.37227,-1,36675828.88,372778.45,699.5,0.036761058,27.20269882,10140579.9,47612.4975,25.62823659,1459207164,1571554452,40
136,167.79168,-1,15979476.4,358125.2514,699.5,0.017312646,57.76124603,20685760.76,43118.11347,11.88326304,1512653924,1571554490,40
137,159.6068392,-1,16157183.8,359034.61,699.5,0.017375054,57.55377734,20663798,43039.51261,11.92225441,1546356091,1571554515,40
138,8786.192227,-1,50458476.69,381411.5479,699.5,0.049997773,20.00089098,7628570.786,56247.13399,34.8860849,1614848175,1571554562,40
139,8828.348477,-1,50986164.61,381263.4314,699.5,0.050349556,19.86114845,7572329.61,56258.68557,35.1359023,1717698009,1571554633,40
140,1807.327609,-1,36298892.14,373257.0043,699.5,0.036462478,27.42545342,10236742.58,47527.66704,25.45683764,1806288697,1571554695,40
141,1770.37227,-1,36067047.8,371971.6407,699.5,0.036540952,27.36655544,10179582.53,47555.58602,25.46545554,1879399571,1571554746,40
142,167.79168,-1,16278487.55,358964.7593,699.5,0.017294558,57.821656,20755936.83,43158.76926,11.83707566,1932653705,1571554784,40
143,159.6068392,-1,15834862.92,357131.5579,699.5,0.017397032,57.48106934,20528303.84,43044.10483,11.92391846,1966340935,1571554809,40
