,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
225,1200000,10,10,45,110,1000,710,5,0.7,40,60,48,52,10,17,100,1,1,1,0.5,1,1,0.7999999999999999
226,3000000,15,15,45,89,160,700,3,0.5,54,38,100,86,13,18,280,5,6,0,0.6,1,0,0.8999999999999999
227,2400000,10,10,48,114,360,680,1,0.7999999999999999,16,55,40,70,10,8,200,6,5,0,0.7999999999999999,0,0,0.8999999999999999
228,2400000,30,30,94,41,850,860,4,0.7999999999999999,58,28,128,96,13,12,420,3,3,1,1.0,0,0,0.5
229,2400000,30,30,42,68,170,440,4,0.7,52,119,72,98,9,13,100,8,7,0,0.8999999999999999,0,0,0.6
230,3000000,10,10,116,102,920,860,4,1.0,42,63,28,72,9,13,420,3,4,1,0.8999999999999999,1,1,1.0
231,1200000,30,30,53,61,540,720,3,0.8999999999999999,32,28,26,32,9,12,120,3,4,0,0.8999999999999999,1,1,0.6
232,1800000,15,15,80,76,910,410,4,0.8999999999999999,26,85,56,90,14,8,80,5,8,1,1.0,1,1,0.6
233,3000000,15,15,120,125,980,580,2,0.5,62,79,70,122,10,10,180,8,7,0,0.7,0,1,0.5
234,1200000,10,10,100,92,360,930,3,0.6,20,53,44,84,12,11,140,9,5,1,0.7999999999999999,0,0,0.5
235,1200000,30,30,102,27,220,190,2,1.0,22,24,70,26,8,17,440,1,4,0,0.6,0,1,0.7
236,1200000,20,20,55,52,700,600,2,0.8999999999999999,40,72,102,102,14,12,420,1,4,0,0.5,1,0,0.5
237,1200000,10,10,85,71,640,790,5,0.5,44,107,88,38,13,14,40,1,4,0,0.5,0,1,0.7999999999999999
238,1800000,30,30,39,26,480,830,4,0.8999999999999999,16,106,110,114,9,8,120,6,3,0,0.6,1,0,1.0
239,1800000,20,20,28,62,530,860,4,1.0,20,34,82,100,8,18,440,3,2,0,0.6,1,0,0.6
240,3000000,10,10,87,66,750,930,4,0.5,26,32,86,46,13,13,320,6,1,0,0.6,0,0,0.6
241,1800000,20,20,116,43,560,280,5,1.0,22,68,68,80,12,9,100,1,4,0,1.0,1,0,0.7999999999999999
242,1200000,10,10,115,63,290,430,5,0.6,52,128,56,128,10,15,80,5,6,1,0.6,1,0,0.7999999999999999
243,1200000,10,10,109,62,120,340,2,0.7999999999999999,56,24,54,26,11,12,420,8,6,1,0.5,0,0,0.8999999999999999
244,1200000,30,30,65,96,940,940,2,0.8999999999999999,24,77,100,44,11,14,140,6,4,1,0.7999999999999999,0,0,0.6
245,1200000,10,10,84,53,510,500,4,0.8999999999999999,16,24,122,90,13,10,200,9,2,1,0.8999999999999999,0,1,0.6
246,3000000,30,30,106,90,420,290,5,0.7,48,43,74,32,8,11,340,3,4,1,0.5,0,0,0.7999999999999999
247,1800000,20,20,62,128,410,590,4,1.0,32,63,74,54,13,10,40,7,4,0,0.7999999999999999,0,1,0.5
248,3000000,15,15,64,96,240,550,4,1.0,60,86,54,96,11,14,180,10,1,0,0.5,0,0,0.7
249,3000000,10,10,51,119,700,720,5,0.7999999999999999,18,84,80,102,12,12,100,7,6,0,0.5,0,0,1.0
250,1800000,20,20,84,80,420,480,2,0.7,32,49,56,80,10,9,420,3,6,1,0.6,0,1,0.7999999999999999
251,3000000,20,20,108,68,340,260,5,0.6,12,64,30,58,14,9,120,4,6,0,1.0,1,1,0.8999999999999999
252,3000000,10,10,95,97,320,450,4,0.7,38,28,122,56,10,13,420,8,8,0,0.7,1,0,0.7999999999999999
253,3000000,15,15,111,74,510,130,1,1.0,44,123,116,56,12,17,80,1,7,0,0.6,1,1,0.7
254,1800000,20,20,59,104,650,460,2,0.8999999999999999,64,91,62,68,10,11,500,10,3,1,0.7999999999999999,1,1,0.8999999999999999
255,1800000,20,20,125,89,590,610,5,0.7999999999999999,34,102,48,24,13,8,120,5,2,1,0.5,0,0,1.0
256,3000000,15,15,90,26,970,910,4,0.7999999999999999,20,86,110,126,10,8,480,1,5,0,1.0,1,0,0.7
257,1800000,15,15,81,47,980,820,2,0.8999999999999999,6,127,84,106,12,16,160,8,3,1,1.0,0,0,1.0
258,1200000,30,30,96,55,950,100,2,0.7999999999999999,26,102,24,60,13,15,60,5,6,1,0.8999999999999999,0,0,0.6
259,1800000,15,15,79,24,360,960,4,0.8999999999999999,28,105,46,116,13,13,380,1,5,1,0.6,0,0,0.7
260,3000000,30,30,45,53,430,490,1,0.7999999999999999,60,49,64,102,9,10,360,9,6,0,0.8999999999999999,0,1,0.8999999999999999
261,2400000,10,10,70,64,190,790,4,0.6,24,101,64,122,8,13,500,10,7,0,0.8999999999999999,0,1,0.7999999999999999
262,2400000,10,10,118,65,610,860,3,1.0,24,50,56,54,13,17,20,9,8,1,0.8999999999999999,1,1,0.7
263,3000000,30,30,33,80,640,250,2,0.6,30,51,100,90,9,9,260,9,5,0,1.0,0,1,0.7
264,1800000,10,10,75,103,150,210,5,1.0,58,30,44,120,14,16,420,9,7,0,0.5,0,0,0.7999999999999999
265,1800000,15,15,49,55,140,390,2,0.7999999999999999,36,122,94,50,13,17,400,8,6,1,0.5,1,1,0.5
266,1800000,20,20,31,118,680,370,4,0.7999999999999999,20,91,92,74,14,14,260,2,3,0,0.5,1,0,0.8999999999999999
267,3000000,20,20,78,97,690,340,5,0.5,42,53,64,52,11,13,160,2,8,0,0.8999999999999999,1,1,0.5
268,1800000,10,10,52,99,800,1000,3,1.0,12,124,66,74,14,11,320,4,1,1,0.8999999999999999,0,1,1.0
269,2400000,20,20,62,116,200,380,5,0.6,28,95,96,84,11,12,500,6,5,1,1.0,1,0,0.7
270,1200000,20,20,117,68,810,650,4,0.7,24,51,78,72,9,14,440,2,4,1,0.7,1,0,0.8999999999999999
271,2400000,30,30,39,100,210,650,2,0.6,18,124,124,98,11,18,280,7,5,0,0.7,1,1,0.6
272,3000000,15,15,84,102,630,610,4,1.0,44,91,66,112,8,9,440,6,8,1,0.7999999999999999,0,1,0.7
273,1200000,15,15,95,93,410,930,3,1.0,28,57,92,96,10,15,480,3,2,1,0.5,0,0,0.7999999999999999
274,3000000,10,10,41,28,910,640,1,0.8999999999999999,18,108,32,88,10,14,380,6,6,1,1.0,1,0,0.7
275,1800000,20,20,58,63,650,590,4,1.0,4,31,28,72,8,10,280,10,6,0,0.7999999999999999,1,0,1.0
276,3000000,30,30,62,50,910,730,2,0.6,56,44,120,72,8,12,260,4,6,1,0.7999999999999999,1,1,0.5
277,1800000,20,20,52,81,940,250,1,0.7999999999999999,8,31,60,96,10,12,100,3,4,0,0.8999999999999999,0,0,0.7999999999999999
278,1200000,30,30,89,119,190,730,4,0.6,48,126,66,50,13,13,20,2,5,1,0.7,0,1,0.6
279,1800000,15,15,102,49,440,210,2,0.8999999999999999,38,97,32,88,10,16,20,4,7,1,0.7999999999999999,0,1,0.5
280,1800000,30,30,81,121,380,190,2,0.8999999999999999,20,24,24,96,9,8,420,8,3,1,0.8999999999999999,0,1,0.6
281,3000000,10,10,98,96,780,260,5,0.7999999999999999,32,36,56,108,10,11,120,1,2,1,0.5,0,1,0.7
282,1200000,30,30,50,47,990,670,1,0.7999999999999999,50,103,66,128,11,11,420,6,4,1,1.0,0,0,0.7999999999999999
283,1800000,20,20,123,76,530,530,4,0.8999999999999999,54,97,72,80,12,8,340,7,2,0,0.7999999999999999,0,1,1.0
284,1800000,15,15,111,105,730,840,4,1.0,54,100,84,116,14,13,460,4,7,0,0.7,1,0,0.5
285,2400000,10,10,75,83,760,870,1,1.0,8,61,92,114,13,13,500,3,8,0,0.6,1,1,0.5
286,1800000,20,20,97,49,950,830,3,1.0,54,126,28,54,10,17,100,8,1,0,0.7999999999999999,0,0,0.7999999999999999
287,1800000,10,10,69,96,660,650,4,1.0,26,111,86,80,13,10,360,6,5,1,0.6,0,0,0.7
288,1800000,20,20,28,76,600,880,1,1.0,54,46,92,126,14,15,140,5,7,1,0.8999999999999999,0,0,0.8999999999999999
289,1800000,10,10,64,66,480,830,5,0.7999999999999999,28,32,90,48,8,15,60,4,7,1,0.5,1,1,1.0
290,1200000,10,10,38,75,370,920,2,0.7999999999999999,58,54,102,40,13,13,240,7,6,0,0.7999999999999999,1,0,0.5
291,1800000,30,30,58,64,410,650,1,0.8999999999999999,14,68,34,34,10,11,180,2,4,1,1.0,1,1,0.5
292,2400000,20,20,96,122,480,840,5,0.5,48,88,110,118,9,11,440,10,7,1,0.7,0,1,0.7999999999999999
293,1200000,20,20,66,76,540,220,3,0.6,8,114,108,70,8,13,400,1,3,0,0.8999999999999999,0,1,0.5
294,3000000,30,30,100,106,920,820,2,0.8999999999999999,26,86,28,74,10,17,340,1,7,0,1.0,1,1,0.5
295,1800000,20,20,118,55,770,460,2,1.0,58,73,128,88,8,14,80,10,2,0,1.0,0,0,1.0
296,2400000,15,15,52,56,690,100,1,0.8999999999999999,44,47,80,128,14,14,280,8,2,0,0.6,0,0,0.5
297,1200000,10,10,64,61,250,380,1,0.7999999999999999,60,75,44,78,9,15,400,4,4,0,0.7999999999999999,1,0,0.6
298,1200000,10,10,87,128,870,680,4,0.5,24,119,104,54,13,8,80,3,6,0,0.7,0,1,0.6
299,3000000,10,10,88,62,880,660,1,0.7,28,128,84,58,11,12,240,5,1,0,0.6,0,1,0.8999999999999999
300,2400000,15,15,36,118,470,580,3,1.0,24,117,44,108,13,15,380,2,6,1,0.7999999999999999,1,1,0.7
301,2400000,10,10,114,39,140,670,4,0.5,60,57,68,32,12,18,260,1,7,0,0.7,1,0,0.8999999999999999
302,1800000,20,20,93,78,700,760,3,0.5,4,71,58,50,14,9,40,5,5,1,0.8999999999999999,1,0,0.7999999999999999
303,1800000,10,10,91,90,840,120,2,1.0,46,73,68,38,12,10,120,7,5,1,0.7999999999999999,0,1,1.0
304,3000000,15,15,28,97,140,540,5,0.8999999999999999,64,58,30,102,14,9,300,2,5,1,0.5,0,0,0.6
305,1800000,20,20,70,43,120,530,1,0.5,28,45,44,114,9,8,200,3,5,1,0.7999999999999999,1,1,0.5
306,3000000,20,20,88,112,660,200,2,1.0,64,50,70,80,14,17,300,8,3,1,0.5,1,1,0.6
307,2400000,10,10,37,32,160,170,2,1.0,12,122,104,106,14,11,100,2,3,0,0.8999999999999999,1,0,0.7999999999999999
308,2400000,15,15,118,81,520,360,2,0.6,52,44,38,40,12,18,20,1,3,0,0.5,1,0,0.6
309,2400000,30,30,118,81,260,100,1,0.7999999999999999,12,91,112,32,14,17,440,1,1,0,0.7,0,0,0.6
310,1800000,10,10,94,37,390,500,5,0.8999999999999999,26,71,74,110,10,14,300,5,8,1,0.8999999999999999,0,0,0.6
311,2400000,20,20,72,39,920,900,2,0.7999999999999999,12,25,44,74,11,18,240,9,3,0,0.6,0,1,0.6
312,1800000,10,10,102,55,370,190,2,0.6,32,57,94,32,13,16,500,2,7,1,0.7,1,1,0.7
313,3000000,30,30,107,102,740,600,1,0.7,60,114,72,94,8,12,300,1,2,1,0.6,0,0,0.6
314,2400000,30,30,126,107,360,560,2,0.5,40,45,60,58,13,9,20,4,3,1,0.8999999999999999,0,1,0.6
315,2400000,30,30,62,71,500,610,4,0.6,42,80,126,64,14,9,320,2,3,0,0.7,1,0,0.5
316,2400000,20,20,128,111,150,870,1,0.7999999999999999,22,125,112,72,12,9,260,5,2,0,0.7999999999999999,0,1,0.6
317,1200000,30,30,31,81,460,480,3,0.6,46,106,66,114,11,16,200,6,7,0,0.6,0,0,0.7
318,3000000,15,15,42,124,540,870,1,0.8999999999999999,62,42,42,36,9,12,260,9,4,0,0.7,1,0,1.0
319,3000000,20,20,64,102,110,940,4,0.5,56,106,30,104,13,13,120,6,3,1,0.6,0,1,0.8999999999999999
320,3000000,15,15,64,66,390,920,5,0.5,14,124,42,122,11,16,180,9,7,0,0.6,1,1,0.8999999999999999
321,3000000,15,15,81,95,860,300,1,0.8999999999999999,58,30,104,30,12,17,300,2,2,0,0.6,1,1,0.7999999999999999
322,1200000,20,20,42,97,630,820,3,0.6,36,92,30,90,11,13,120,3,6,1,1.0,0,1,0.7
323,2400000,30,30,65,64,330,160,2,0.7999999999999999,6,123,106,104,11,11,140,2,3,0,1.0,0,1,0.6
324,2400000,10,10,43,104,480,590,1,1.0,28,60,40,120,8,17,80,7,6,1,0.6,1,1,1.0
325,2400000,20,20,93,101,760,160,5,0.8999999999999999,8,97,90,104,8,17,400,7,2,0,0.8999999999999999,0,1,0.8999999999999999
326,1800000,10,10,116,64,840,840,3,0.7,22,110,46,106,8,9,400,8,2,1,0.6,1,1,0.7999999999999999
327,1800000,15,15,81,48,980,750,4,0.7,52,97,114,124,11,14,40,9,6,0,0.6,0,1,1.0
328,2400000,15,15,55,31,690,270,5,0.7999999999999999,52,86,116,108,9,8,280,3,8,0,0.6,0,1,0.7
329,1200000,30,30,71,65,520,260,3,0.5,8,98,30,48,9,11,460,6,1,1,1.0,0,0,0.8999999999999999
330,2400000,10,10,47,85,510,130,1,0.7,22,122,126,108,14,12,280,6,8,0,1.0,0,1,0.5
331,3000000,20,20,70,123,980,730,1,0.6,58,91,88,90,11,14,360,4,7,1,0.6,0,1,1.0
332,2400000,10,10,40,36,870,920,5,0.6,30,76,128,102,14,15,460,6,2,1,0.5,0,1,0.7999999999999999
333,2400000,20,20,93,69,310,800,1,1.0,58,62,112,128,9,13,380,6,8,0,0.7999999999999999,1,1,0.8999999999999999
334,3000000,20,20,120,43,940,920,1,0.7,14,31,24,94,8,10,420,7,7,0,0.5,1,0,0.7999999999999999
335,2400000,20,20,116,94,410,110,4,0.5,44,55,28,68,9,13,60,8,6,1,0.5,1,1,0.5
336,3000000,10,10,37,97,720,880,3,1.0,18,95,82,54,12,9,460,10,1,0,1.0,0,1,0.8999999999999999
337,1200000,15,15,89,87,750,570,2,0.7999999999999999,36,89,66,102,11,14,160,10,1,0,1.0,1,1,0.7
338,2400000,15,15,56,44,690,110,3,1.0,36,123,66,52,8,16,400,7,2,0,0.6,0,1,0.6
339,1800000,10,10,45,80,180,450,1,0.5,18,126,60,78,8,16,460,1,6,1,0.8999999999999999,1,1,0.5
340,1800000,10,10,108,54,130,920,2,0.7999999999999999,34,72,34,50,13,10,60,8,6,1,0.5,0,1,0.7999999999999999
341,1800000,20,20,83,117,760,670,5,1.0,56,112,40,82,10,12,480,6,7,0,0.7,0,1,0.5
342,2400000,15,15,116,99,460,880,5,0.5,38,66,46,48,11,8,420,10,2,0,0.5,0,1,0.6
343,1200000,15,15,26,116,460,820,4,0.8999999999999999,50,99,26,118,9,10,40,2,8,1,0.5,0,1,0.5
344,1200000,20,20,60,49,240,310,2,1.0,50,126,30,98,13,8,320,5,5,0,0.8999999999999999,0,1,0.7999999999999999
345,1800000,10,10,88,82,520,290,3,0.7,24,78,78,60,8,9,480,2,7,1,0.5,0,1,0.8999999999999999
346,1200000,15,15,30,44,940,930,5,1.0,42,60,126,34,10,16,500,4,5,1,0.5,1,1,0.5
347,2400000,20,20,104,66,170,600,2,0.6,42,114,56,32,14,11,380,3,7,0,0.7999999999999999,0,1,0.6
348,2400000,15,15,62,95,620,790,1,0.8999999999999999,50,47,56,124,10,15,60,1,3,1,0.7,0,0,0.7999999999999999
349,3000000,20,20,119,104,420,500,3,0.6,38,50,32,112,9,11,160,4,3,1,0.5,1,1,0.8999999999999999
350,1200000,20,20,77,48,860,400,3,0.8999999999999999,6,46,88,92,12,15,480,9,7,0,0.6,0,0,0.6
351,2400000,30,30,95,118,440,150,1,0.7999999999999999,38,99,34,26,10,16,500,7,7,1,1.0,0,1,0.7999999999999999
352,1800000,30,30,46,68,880,180,4,0.7,4,24,76,26,8,13,460,1,8,0,1.0,1,0,0.5
353,2400000,20,20,104,50,760,450,2,0.6,64,33,78,78,10,16,360,10,7,1,0.8999999999999999,0,0,0.7
354,1200000,30,30,95,95,910,280,3,0.7,56,111,32,44,8,18,380,7,8,0,0.8999999999999999,1,0,1.0
355,3000000,15,15,24,66,990,590,3,0.7,38,90,128,48,14,8,400,10,5,0,1.0,1,0,1.0
356,1800000,30,30,77,61,400,390,1,0.6,44,61,62,96,14,10,500,7,6,1,0.6,0,1,0.6
357,1200000,15,15,66,128,330,940,2,0.7999999999999999,4,97,122,112,10,14,240,3,8,1,0.6,1,1,0.7999999999999999
358,1200000,15,15,50,101,710,320,4,0.8999999999999999,40,25,80,114,11,16,180,4,8,0,0.7999999999999999,0,0,0.7
359,1200000,15,15,110,106,530,660,5,0.7,38,47,124,102,14,15,120,3,1,1,1.0,1,0,0.7999999999999999
360,2400000,10,10,89,44,990,910,5,0.5,26,41,24,90,13,17,220,10,8,1,0.8999999999999999,1,1,0.5
361,1800000,20,20,93,98,530,640,4,0.7,46,44,98,74,8,10,100,8,7,1,0.8999999999999999,1,1,0.7
362,1800000,15,15,44,111,240,350,3,0.7,48,124,128,38,13,10,80,5,7,1,0.5,0,1,0.5
363,1800000,10,10,102,64,440,250,3,0.7,44,64,128,110,9,12,320,7,8,0,1.0,0,0,0.7999999999999999
364,3000000,15,15,47,127,750,920,5,0.7999999999999999,20,58,66,116,13,8,480,7,4,0,0.5,1,0,0.6
365,1800000,20,20,126,29,630,800,5,0.6,32,110,78,82,12,9,180,10,5,1,0.7,0,1,1.0
366,1200000,20,20,66,128,250,120,3,0.6,52,66,122,36,13,15,220,4,6,0,0.8999999999999999,0,0,0.7
367,3000000,30,30,51,107,450,270,2,0.5,34,122,78,102,8,12,40,7,5,1,0.7,1,0,0.8999999999999999
368,3000000,30,30,110,35,750,490,5,0.7999999999999999,52,55,28,24,12,12,340,7,5,1,0.5,1,0,0.8999999999999999
369,3000000,15,15,119,67,700,140,1,0.8999999999999999,4,43,60,50,8,17,220,4,8,1,0.5,0,0,0.8999999999999999
370,1200000,20,20,91,55,230,810,5,0.8999999999999999,32,73,36,112,13,10,480,1,1,1,0.5,0,1,0.8999999999999999
371,1800000,20,20,39,80,180,230,3,0.6,20,112,96,112,8,18,420,1,3,1,0.7,1,1,0.8999999999999999
372,3000000,15,15,116,30,520,800,4,1.0,34,119,116,34,8,16,480,9,3,0,0.7,0,0,0.8999999999999999
373,3000000,30,30,111,58,140,420,2,0.7999999999999999,58,75,112,70,11,8,200,4,6,1,1.0,0,1,0.5
374,1800000,10,10,72,98,690,470,5,0.5,24,46,64,56,14,17,500,7,4,0,0.6,0,1,1.0
375,1200000,10,10,99,92,830,210,3,0.6,40,75,76,86,8,11,440,3,3,1,0.8999999999999999,0,1,0.8999999999999999
376,1800000,20,20,44,46,610,870,1,0.5,40,95,110,106,13,11,180,3,3,1,0.5,1,1,0.7
377,2400000,15,15,87,61,100,390,5,0.7999999999999999,46,41,46,80,12,9,180,6,2,1,0.8999999999999999,0,1,0.6
378,2400000,10,10,89,25,430,280,4,0.7,54,88,34,124,11,17,460,9,5,0,0.7,1,0,0.7
379,2400000,30,30,54,74,330,950,5,0.7,64,117,118,102,8,12,240,3,6,0,0.5,1,1,0.5
380,2400000,30,30,91,25,250,290,3,0.6,18,49,40,116,11,16,480,4,6,0,0.8999999999999999,0,0,0.8999999999999999
381,1800000,15,15,110,36,300,730,2,0.5,22,37,34,78,14,10,60,10,7,0,1.0,0,1,1.0
382,1200000,30,30,92,117,720,170,5,0.5,60,63,118,54,13,13,160,7,5,0,0.7,1,1,0.6
383,1800000,15,15,85,64,870,770,1,1.0,8,82,40,66,12,12,120,3,4,1,0.7999999999999999,1,0,0.5
384,1200000,20,20,99,40,990,460,4,0.7,42,72,110,58,14,17,160,1,5,0,0.7999999999999999,0,1,0.8999999999999999
385,1800000,20,20,73,100,310,270,2,0.6,28,117,26,30,9,18,160,5,5,1,0.8999999999999999,0,0,1.0
386,2400000,30,30,40,92,940,100,4,1.0,50,45,84,82,8,16,180,6,4,1,0.5,0,1,1.0
387,1800000,15,15,105,44,180,580,4,0.6,8,47,84,104,10,18,200,6,5,0,0.5,0,0,0.8999999999999999
388,1800000,20,20,128,75,150,120,5,0.7,26,38,58,100,12,10,100,2,7,0,0.7,1,0,0.7
389,3000000,20,20,83,37,270,460,4,0.6,14,105,114,36,12,12,200,7,7,1,1.0,1,1,0.7999999999999999
390,2400000,10,10,71,65,750,820,3,1.0,10,116,106,70,10,16,460,1,7,1,0.7,0,1,1.0
391,2400000,10,10,75,127,540,800,1,0.7999999999999999,22,84,128,28,10,9,440,10,5,0,1.0,1,1,0.6
392,2400000,10,10,94,90,790,740,3,0.7,40,32,54,58,9,8,200,4,1,1,0.7,1,1,0.7999999999999999
393,3000000,15,15,59,59,950,780,4,1.0,48,76,50,112,9,14,260,9,6,1,0.5,1,0,0.7
394,1800000,10,10,35,99,250,680,3,0.7,10,104,26,52,12,16,420,6,8,1,1.0,0,1,0.8999999999999999
395,2400000,15,15,66,47,810,620,3,1.0,28,69,128,94,10,15,440,9,7,1,0.7,1,0,0.7999999999999999
396,1200000,30,30,28,124,170,410,1,0.7,32,76,108,58,9,8,300,1,4,0,0.7,1,1,0.5
397,2400000,10,10,71,112,900,470,1,0.6,32,79,112,56,8,13,180,4,2,1,0.7999999999999999,1,0,0.8999999999999999
398,1800000,20,20,34,53,520,270,1,0.7,52,105,30,74,14,12,460,1,3,1,0.7,1,0,0.7
399,1200000,20,20,111,106,900,960,4,0.5,64,93,50,120,8,15,280,1,5,1,0.6,1,0,0.7999999999999999
400,3000000,15,15,127,93,160,120,5,0.8999999999999999,54,81,84,122,9,14,260,4,7,1,0.6,1,0,0.8999999999999999
401,3000000,10,10,58,81,510,280,5,0.8999999999999999,46,24,70,104,9,9,120,7,7,1,0.7999999999999999,1,1,1.0
402,2400000,10,10,38,40,710,560,4,0.6,16,46,56,24,8,16,160,4,4,0,0.6,1,0,0.7999999999999999
403,2400000,15,15,72,90,800,580,3,0.7999999999999999,6,109,30,32,8,11,400,3,4,1,0.5,1,0,0.8999999999999999
404,1200000,15,15,70,125,240,630,2,0.7,32,76,52,32,8,16,200,5,5,1,0.7,0,1,0.7
405,1800000,30,30,45,34,580,670,5,0.5,8,95,102,36,10,15,20,6,6,0,0.5,0,1,1.0
406,3000000,10,10,84,80,710,740,2,0.8999999999999999,48,105,124,94,12,16,20,8,7,0,0.7999999999999999,0,0,1.0
407,2400000,15,15,70,53,140,620,2,0.6,42,88,118,126,13,18,180,9,7,0,0.5,1,1,0.6
408,3000000,15,15,65,115,950,900,5,0.6,24,86,62,86,11,8,500,2,1,0,0.7,1,1,1.0
409,1800000,15,15,26,71,370,450,2,0.8999999999999999,22,110,80,66,12,9,140,2,2,1,1.0,1,0,0.8999999999999999
410,3000000,15,15,79,116,840,760,1,1.0,60,127,120,86,13,18,360,7,3,1,0.8999999999999999,0,0,0.7
411,1200000,20,20,72,116,740,790,2,0.6,40,89,128,24,12,16,180,4,6,1,0.7,0,1,0.7999999999999999
412,1800000,20,20,65,117,780,540,4,0.5,42,73,126,56,13,8,260,2,4,1,0.5,0,0,0.5
413,1800000,15,15,107,62,520,740,5,1.0,8,104,68,48,8,11,60,7,2,0,0.6,1,1,0.7999999999999999
414,3000000,15,15,65,46,330,630,3,0.7999999999999999,20,76,56,30,12,18,440,4,7,0,0.7,0,1,0.7
415,2400000,10,10,113,107,180,430,1,1.0,62,30,106,54,8,9,60,9,5,1,0.7999999999999999,1,1,0.5
416,1800000,15,15,25,41,330,280,2,1.0,50,77,94,122,13,14,20,5,3,1,1.0,1,0,1.0
417,1200000,10,10,64,34,900,980,1,0.7,46,38,106,54,8,18,360,10,8,1,0.7,1,0,0.8999999999999999
418,3000000,20,20,26,91,190,980,4,1.0,26,66,94,34,14,16,200,5,4,1,0.8999999999999999,1,1,0.7
419,1200000,30,30,68,85,870,500,2,0.5,56,82,84,112,13,13,200,5,6,0,0.7,1,1,1.0
420,1800000,10,10,107,54,610,870,3,0.7,40,95,58,78,10,18,500,8,1,0,0.7999999999999999,1,0,0.8999999999999999
421,2400000,10,10,112,57,520,210,2,0.8999999999999999,34,79,52,92,12,11,400,6,6,0,1.0,1,1,0.5
422,2400000,30,30,111,65,300,930,5,0.7999999999999999,24,71,36,68,11,10,480,2,7,1,0.7,1,0,0.6
423,3000000,30,30,44,97,590,530,2,0.7999999999999999,36,36,100,114,12,8,200,6,4,1,0.5,0,1,0.7
424,2400000,20,20,39,66,720,690,5,0.6,62,125,40,78,14,17,120,3,1,1,1.0,0,1,0.6
425,1800000,15,15,100,85,870,180,3,0.7999999999999999,10,85,24,46,13,9,400,3,6,0,0.8999999999999999,1,1,0.6
426,1800000,20,20,102,63,890,640,4,0.5,58,33,68,116,8,16,220,9,7,1,1.0,0,1,1.0
427,1200000,30,30,103,71,720,880,2,0.7999999999999999,40,78,64,96,13,12,260,4,6,1,0.7999999999999999,1,1,0.5
428,2400000,20,20,47,121,550,250,5,0.7999999999999999,4,121,104,120,12,16,300,4,1,0,0.5,1,1,0.7999999999999999
429,3000000,20,20,99,50,490,330,1,0.8999999999999999,34,104,120,100,14,17,160,2,2,0,0.5,1,1,1.0
430,2400000,10,10,101,100,830,640,1,0.7999999999999999,20,61,24,70,9,16,360,10,7,1,0.5,1,1,0.8999999999999999
431,2400000,30,30,117,65,220,840,3,1.0,28,77,120,104,10,10,220,6,1,1,0.7,1,1,0.7999999999999999
432,3000000,15,15,97,104,270,860,3,0.7999999999999999,36,72,94,102,8,10,500,7,2,0,0.6,1,1,0.5
433,1200000,20,20,119,47,660,940,1,0.7999999999999999,56,66,40,44,11,12,140,4,3,1,0.6,1,1,0.7999999999999999
434,3000000,30,30,24,36,340,610,5,0.6,50,26,28,112,12,14,140,10,8,0,0.6,0,0,0.8999999999999999
435,2400000,10,10,119,71,840,160,4,0.7999999999999999,64,24,54,54,8,14,320,6,3,0,0.6,1,1,0.7
436,2400000,30,30,59,92,530,940,5,0.6,58,62,26,128,11,18,360,3,2,0,0.5,0,0,0.8999999999999999
437,3000000,20,20,89,62,230,940,2,0.5,50,127,26,56,9,11,260,3,2,0,0.6,1,1,0.7
438,3000000,20,20,43,123,800,750,4,0.8999999999999999,8,33,32,124,9,17,280,10,1,1,0.7,1,0,0.6
439,1800000,10,10,112,87,960,630,5,0.7,58,87,26,120,8,15,180,1,1,1,1.0,1,0,0.7
440,3000000,10,10,102,53,640,330,4,0.7999999999999999,42,69,124,26,8,18,420,10,5,1,0.8999999999999999,1,1,0.7999999999999999
441,1800000,15,15,50,36,130,220,2,0.5,10,100,124,126,9,16,60,3,8,0,0.7,0,0,0.5
442,2400000,30,30,94,57,180,480,4,0.8999999999999999,28,99,116,100,12,15,380,9,7,1,1.0,1,1,0.7
443,1800000,20,20,48,102,180,100,5,0.7,56,79,86,48,11,15,200,8,7,1,0.7999999999999999,0,0,1.0
444,1800000,15,15,120,51,690,660,5,0.8999999999999999,32,24,122,56,11,15,500,2,8,1,0.5,1,1,0.7
445,1200000,30,30,60,81,810,940,4,1.0,34,39,26,78,9,12,480,8,3,1,0.7,0,0,0.8999999999999999
446,2400000,10,10,47,125,120,120,2,0.6,24,66,98,104,13,14,200,9,3,0,0.5,0,0,0.7999999999999999
447,2400000,30,30,92,122,310,900,2,1.0,60,66,62,124,9,15,360,9,3,0,0.5,1,0,0.5
448,1800000,20,20,98,27,960,990,1,1.0,40,117,106,66,12,8,20,7,5,0,0.8999999999999999,0,1,0.6
449,1800000,10,10,27,90,290,400,4,0.8999999999999999,28,50,54,90,8,9,60,7,7,1,0.7,0,1,0.7
450,1200000,30,30,128,59,360,770,3,0.8999999999999999,20,40,98,90,11,16,420,4,7,0,0.5,0,0,0.8999999999999999
